18,95,100,138
18,234,103,137
122,96,103,136
120,232,105,139
226,96,68,138
225,233,68,138
294,95,67,137
293,231,69,138
362,94,69,137
362,233,69,138
430,93,69,139
430,233,68,137
497,95,69,137
499,231,67,139
566,95,70,136
568,231,66,138
635,95,69,136
635,231,69,136
704,95,67,137
706,231,66,137
